id,farmer_id,crop_class,crop_variety,bbk_payment_method,base_price,grade_a_price,grade_b_price,grade_c_price, total_weight ,grade_a_weight,grade_b_weight,grade_c_weight, total_net_weight , net_owed_to_farmer ,grade_a_cash_value,grade_b_cash_value,grade_c_cash_value,bbk_created_at
6107,28266,Groundnut,Wamusanga,Airtel Money,13,16,14,13,142,142,0,0, 42.00 ,672,672,0,0,23/05/2025
9291,28298,Soy Bean,Kafue,Zamtel Money,12,12,12,12,139,139,0,0,39,491,491,0,0,03/06/2025
23177,28302,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 100.00 ,0,100,0,0, -   ,0,0,0,14/07/2025
10582,28335,Soy Bean,Kafue,Airtel Money,12,12,12,12,123,123,0,0,0,0,0,0,0,06/06/2025
22161,28353,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 91.00 ,91,0,0,91," 2,275.00 ",2275,0,0,10/07/2025
19078,28365,Soy Bean,Kafue,Airtel Money,10,10,10,10,126,126,0,0,26,0,260,0,0,30/06/2025
24661,28401,Sugar bean,Mbereshi,Paycode,25,30,27,25, 335.00 ,0,335,0,235," 12,862.00 ",0,6462,0,22/07/2025
24404,28421,Sugar bean,Mbereshi,Paycode,25,30,27,25, 600.00 ,600,0,0,270," 6,850.00 ",8100,0,0,21/07/2025
8234,28525,Groundnut,Lupande,Airtel Money,12,13,12,12,21,21,0,0, -   ,0,0,0,0,30/05/2025
262,28537,Groundnut,Lupande,Paycode,12,13,12,12,47,47,0,0, -   ,0,0,0,0,22/04/2025
17585,28550,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 100.00 ,100,0,0,30, 750.00 ,750,0,0,26/06/2025
17586,28550,Navy Bean,Lwangeni,Paycode,21,23,21,21, 450.00 ,450,0,0,375," 8,375.00 ",8625,0,0,26/06/2025
5952,28566,Soy Bean,Kafue,Paycode,12,12,12,12,905,905,0,0,805,10143,10143,0,0,23/05/2025
4300,28590,Soy Bean,Kafue,MTN Money,12,12,12,12,224,224,0,0,224,2800,2800,0,0,16/05/2025
3999,28602,Soy Bean,Kafue,MTN Money,12,12,12,12,91,91,0,0,0,0,0,0,0,15/05/2025
17504,28630,Soy Bean,Kafue,Paycode,11,11,11,11,18,18,0,0,18,207,207,0,0,26/06/2025
17379,28662,Soy Bean,Kafue,Airtel Money,10,10,10,10,15,15,0,0,0,0,0,0,0,25/06/2025
10074,28682,Soy Bean,Kafue,Zamtel Money,12,12,12,12,1178,0,1178,0,1078,13475,0,13475,0,05/06/2025
17213,28698,Navy Bean,Lwangeni,Paycode,21,23,21,21, 578.00 ,0,578,0,528," 9,113.00 ",0,11088,0,26/06/2025
17536,28710,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 213.00 ,213,0,0,143," 2,600.00 ",3575,0,0,26/06/2025
24365,28750,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 300.00 ,300,0,0,250," 7,500.00 ",7500,0,0,21/07/2025
18597,28754,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 50.00 ,50,0,0,50, 275.00 ,1250,0,0,29/06/2025
14964,28767,Navy Bean,Lwangeni,Paycode,21,23,21,21, 350.00 ,350,0,0,300," 5,925.00 ",6900,0,0,16/06/2025
22379,28787,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 220.00 ,220,0,0,220," 4,525.00 ",5500,0,0,11/07/2025
14978,28807,Navy Bean,Lwangeni,Paycode,21,23,21,21, 200.00 ,200,0,0,150," 3,450.00 ",3450,0,0,16/06/2025
25331,28815,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 50.00 ,50,0,0,0, -   ,0,0,0,30/07/2025
22439,28823,Navy Bean,Lwangeni,Paycode,21,23,21,21, 350.00 ,100,250,0,275," 4,825.00 ",575,5250,0,11/07/2025
22443,28835,Navy Bean,Lwangeni,Paycode,21,23,21,21, 200.00 ,100,100,0,125," 1,675.00 ",575,2100,0,11/07/2025
8250,28851,Soy Bean,Emerald,Airtel Money,12,12,12,12,282,50,232,0,232,2250,0,2900,0,30/05/2025
10090,28855,Soy Bean,Emerald,Airtel Money,12,12,12,12,300,0,300,0,300,3750,0,3750,0,05/06/2025
10091,28855,Groundnut,Wamusanga,Airtel Money,13,16,14,13,143,143,0,0, 135.00 ,5269,2169,0,0,05/06/2025
15714,28863,Groundnut,Wamusanga,Airtel Money,13,16,14,13,294,294,0,0, 94.00 ,1504,1504,0,0,22/06/2025
8253,28891,Groundnut,Wamusanga,Airtel Money,13,16,14,13,220,220,0,0, 120.00 ,1270,1920,0,0,30/05/2025
22124,28895,Sugar bean,Lungwebungu,Paycode,25,30,27,25," 2,246.00 ",2246,0,0,1846," 55,380.00 ",55380,0,0,10/07/2025
5945,28899,Soy Bean,Kafue,Paycode,12,12,12,12,486,486,0,0,386,3863,4863,0,0,23/05/2025
10873,28927,Soy Bean,Kafue,Paycode,12,12,12,12,500,0,0,500,400,4500,0,0,5000,07/06/2025
16053,28943,Navy Bean,Lwangeni,Paycode,21,23,21,21, 400.00 ,0,250,150,350," 7,350.00 ",0,4200,3150,23/06/2025
18967,28947,Soy Bean,Emerald,Bank,2500,2700,2500,2500,94,94,0,0,94,253800,253800,0,0,30/06/2025
3637,28975,Soy Bean,Kafue,MTN Money,12,12,12,12,111,0,111,0,11,138,0,138,0,14/05/2025
3997,28975,Soy Bean,Kafue,MTN Money,12,12,12,12,117,59,58,0,117,1474,743,730,0,15/05/2025
146,28979,Groundnut,Lupande,MTN Money,12,13,12,12,79,79,0,0, -   ,10,0,0,0,17/04/2025
145,28979,Soy Bean,Kafue,MTN Money,12,12,12,12,121,121,0,0,21,262,262,0,0,17/04/2025
5203,29039,Soy Bean,Kafue,Airtel Money,12,12,12,12,120,120,0,0,120,1500,1500,0,0,20/05/2025
25944,29043,Groundnut,Wamusanga,Airtel Money,13,16,14,13,31,31,0,0, -   ,0,0,0,0,27/08/2025
22915,29063,Groundnut,Wamusanga,Airtel Money,13,16,14,13,246,246,0,0, 46.00 ,636,736,0,0,12/07/2025
4049,29071,Soy Bean,Kafue,MTN Money,12,12,12,12,660,660,0,0,660,8250,8250,0,0,16/05/2025
3387,29071,Soy Bean,Kafue,MTN Money,12,12,12,12,103,103,0,0,3,37,37,0,0,13/05/2025
5345,29079,Soy Bean,Kafue,Airtel Money,12,12,12,12,546,546,0,0,546,6825,6825,0,0,21/05/2025
2159,29079,Soy Bean,Kafue,Airtel Money,12,12,12,12,52,0,52,0,52,650,0,650,0,08/05/2025
2157,29079,Groundnut,Lupande,Airtel Money,12,13,12,12,55,0,55,0, 55.00 ,660,0,660,0,08/05/2025
3101,29111,Groundnut,Lupande,Airtel Money,12,13,12,12,64,64,0,0, -   ,0,0,0,0,12/05/2025
3099,29115,Soy Bean,Kafue,MTN Money,12,12,12,12,133,133,0,0,33,412,412,0,0,12/05/2025
3103,29127,Groundnut,Lupande,MTN Money,12,13,12,12,75,75,0,0, -   ,0,0,0,0,12/05/2025
18467,29147,Navy Bean,Lwangeni,Paycode,21,23,21,21, 278.00 ,0,278,0,203," 4,263.00 ",0,4263,0,29/06/2025
18484,29175,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 57.00 ,0,57,0,57," 1,254.00 ",0,1254,0,29/06/2025
18367,29191,Navy Bean,Lwangeni,Paycode,21,23,21,21, 368.00 ,50,318,0,293," 5,613.00 ",0,6153,0,28/06/2025
11343,29223,Soy Bean,Kafue,MTN Money,12,12,12,12,203,203,0,0,203,2436,2436,0,0,09/06/2025
507,29223,Soy Bean,Kafue,Paycode,12,12,12,12,155,0,0,155,155,1953,0,0,1953,25/04/2025
7631,29251,Groundnut,Wamusanga,Airtel Money,13,16,14,13,120,120,0,0, 20.00 ,320,320,0,0,28/05/2025
6152,29271,Soy Bean,Kafue,Airtel Money,12,12,12,12,44,44,0,0,0,0,0,0,0,23/05/2025
23303,29283,Navy Bean,Lwangeni,Paycode,21,23,21,21, 150.00 ,150,0,0,100," 2,300.00 ",2300,0,0,15/07/2025
16561,29319,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,100,0,0,0,0,0,0,0,24/06/2025
23815,29347,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 450.00 ,450,0,0,450," 11,250.00 ",11250,0,0,18/07/2025
21616,29355,Groundnut,Wamusanga,Airtel Money,13,16,14,13,69,69,0,0, -   ,0,0,0,0,07/07/2025
25438,29371,Soy Bean,Kafue,Paycode,10,10,10,10,102,102,0,0,2,0,20,0,0,31/07/2025
11568,29375,Groundnut,Wamusanga,Paycode,13,16,14,13,50,0,50,0, -   ,0,0,0,0,10/06/2025
25501,29387,Groundnut,Wamusanga,Paycode,13,16,14,13,19,19,0,0, -   ,0,0,0,0,31/07/2025
24136,29387,Groundnut,Wamusanga,Paycode,13,16,14,13,81,81,0,0, -   ,0,0,0,0,20/07/2025
18426,29391,Soy Bean,Kafue,MTN Money,10,10,10,10,115,115,0,0,15,150,150,0,0,28/06/2025
17013,29415,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 96.00 ,96,0,0,96," 2,400.00 ",2400,0,0,25/06/2025
13979,29427,Soy Bean,Kafue,Paycode,12,15,14,12,442,374,68,0,242,2262,2610,952,0,17/06/2025
8287,29460,Soy Bean,Kafue,Airtel Money,12,12,12,12,17,0,17,0,0,0,0,0,0,30/05/2025
18865,29472,Sugar bean,Lungwebungu,Paycode,22,25,22,22," 1,146.00 ",596,550,0,1096," 25,480.00 ",13650,12100,0,30/06/2025
17655,29476,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 296.00 ,296,0,0,196," 4,600.00 ",4900,0,0,27/06/2025
17590,29510,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 196.00 ,196,0,0,126," 1,200.00 ",3150,0,0,26/06/2025
17588,29514,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 250.00 ,250,0,0,180," 3,525.00 ",4500,0,0,26/06/2025
17356,29518,Navy Bean,Lwangeni,Paycode,21,23,21,21, 589.00 ,0,589,0,514," 9,794.00 ",0,10794,0,26/06/2025
17210,29522,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 450.00 ,450,0,0,400," 9,000.00 ",10000,0,0,26/06/2025
17211,29522,Navy Bean,Lwangeni,Paycode,21,23,21,21, 50.00 ,50,0,0,50," 1,150.00 ",1150,0,0,26/06/2025
23892,29526,Groundnut,Wamusanga,Airtel Money,13,16,14,13,256,256,0,0, 156.00 ,1296,2496,0,0,18/07/2025
450,29582,Soy Bean,Kafue,Paycode,12,12,12,12,100,100,0,0,0,0,0,0,0,24/04/2025
4261,29614,Groundnut,Lupande,Airtel Money,12,13,12,12,41,41,0,0, -   ,0,0,0,0,15/05/2025
11078,29694,Soy Bean,Kafue,Zamtel Money,12,12,12,12,1195,0,1195,0,1095,13687,0,13687,0,08/06/2025
8763,29714,Soy Bean,Kafue,Zamtel Money,12,12,12,12,129,0,129,0,29,365,0,365,0,02/06/2025
3192,29750,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,100,0,0,0,0,0,0,0,23/04/2025
22260,29758,Sugar bean,Lungwebungu,Zamtel Money,25,30,27,25, 100.00 ,0,100,0,0, -   ,0,0,0,11/07/2025
6032,29766,Soy Bean,Kafue,Zamtel Money,12,12,12,12,780,0,780,0,680,8568,0,8568,0,23/05/2025
17925,29770,Soy Bean,Kafue,MTN Money,10,10,10,10,51,0,0,51,0,0,0,0,0,27/06/2025
8282,29770,Soy Bean,Kafue,MTN Money,12,12,12,12,47,0,47,0,0,0,0,0,0,30/05/2025
6056,29778,Groundnut,Lupande,Airtel Money,12,13,12,12,40,40,0,0, -   ,0,0,0,0,23/05/2025
11782,29786,Soy Bean,Kafue,Airtel Money,12,12,12,12,720,720,0,0,720,8640,8640,0,0,11/06/2025
11781,29786,Soy Bean,Kafue,Airtel Money,12,12,12,12,1020,1020,0,0,920,11040,11040,0,0,11/06/2025
20162,29802,Navy Bean,Lwangeni,Airtel Money,21,23,21,21, 50.00 ,0,50,0,0, -   ,0,0,0,03/07/2025
11936,29818,Navy Bean,Lwangeni,Paycode,21,23,21,21, 335.00 ,335,0,0,260," 4,005.00 ",5980,0,0,11/06/2025
18444,29834,Soy Bean,Kafue,Airtel Money,10,10,10,10,60,60,0,0,0,0,0,0,0,28/06/2025
24829,29862,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 104.00 ,104,0,0,104," 2,000.00 ",2600,0,0,23/07/2025
2927,29870,Soy Bean,Kafue,Airtel Money,12,12,12,12,138,138,0,0,38,475,475,0,0,12/05/2025
14506,29874,Soy Bean,Kafue,Zamtel Money,9,9,9,9,976,976,0,0,876,8322,8322,0,0,18/06/2025
9853,29878,Soy Bean,Kafue,Zamtel Money,12,12,12,12,1177,0,1177,0,1177,14712,0,14712,0,04/06/2025
22099,29926,Groundnut,Wamusanga,Paycode,13,16,14,13,100,0,100,0, -   ,0,0,0,0,10/07/2025
19007,29938,Groundnut,MGV8,Airtel Money,13,16,14,13,100,0,100,0, -   ,0,0,0,0,30/06/2025
13195,29970,Soy Bean,Kafue,Zamtel Money,12,12,12,12,727,727,0,0,727,9160,9160,0,0,14/06/2025
9347,29970,Soy Bean,Kafue,Zamtel Money,12,12,12,12,110,110,0,0,110,1386,1386,0,0,03/06/2025
7107,29970,Soy Bean,Kafue,Zamtel Money,12,12,12,12,365,0,365,0,265,3339,0,3339,0,26/05/2025
9569,30022,Soy Bean,Kafue,Paycode,13,17,15,14,573,573,0,0,473,6741,8041,0,0,03/06/2025
8817,30058,Soy Bean,Kafue,Zamtel Money,12,12,12,12,952,952,0,0,952,11995,11995,0,0,02/06/2025
23110,30086,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 483.00 ,483,0,0,383," 11,490.00 ",11490,0,0,14/07/2025
20449,30090,Groundnut,Lupande,MTN Money,12,13,12,12,43,43,0,0, -   ,0,0,0,0,04/07/2025
11730,30118,Soy Bean,Kafue,Airtel Money,12,12,12,12,1620,1620,0,0,1620,19440,19440,0,0,11/06/2025
5634,30118,Soy Bean,Kafue,Airtel Money,12,12,12,12,285,285,0,0,85,1062,1062,0,0,22/05/2025
13273,30194,Sugar bean,Lungwebungu,Zamtel Money,22,25,22,22, 114.00 ,114,0,0,44," 3,725.00 ",1100,0,0,14/06/2025
3986,30230,Groundnut,Lupande,Malawi Airtel,12,13,12,12,95,95,0,0, -   ,0,0,0,0,08/05/2025
5497,30230,Soy Bean,Kafue,Airtel Money,12,12,12,12,480,480,0,0,480,6000,6000,0,0,21/05/2025
18137,30258,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 10.00 ,10,0,0,0, -   ,0,0,0,27/06/2025
18398,30262,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 16.00 ,16,0,0,0, -   ,0,0,0,28/06/2025
17979,30276,Navy Bean,Lwangeni,Paycode,21,23,21,21, 137.00 ,137,0,0,87," 2,001.00 ",2001,0,0,26/06/2025
21141,30301,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 200.00 ,200,0,0,200," 5,000.00 ",5000,0,0,07/07/2025
19036,30314,Groundnut,Wamusanga,Airtel Money,13,16,14,13,63,63,0,0, -   ,0,0,0,0,30/06/2025
14765,30318,Navy Bean,Lwangeni,Paycode,21,23,21,21, 300.00 ,300,0,0,225," 5,175.00 ",5175,0,0,18/06/2025
21589,30398,Groundnut,Wamusanga,Airtel Money,13,16,14,13,62,62,0,0, 18.00 ,288,288,0,0,07/07/2025
12383,30398,Soy Bean,Emerald,Airtel Money,12,12,12,12,113,0,0,113,63,0,0,0,756,12/06/2025
21593,30402,Soy Bean,Emerald,Airtel Money,9,9,9,9,636,0,0,636,586,4917,0,0,5567,07/07/2025
21493,30422,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 18.00 ,18,0,0,0,-2.00 ,0,0,0,08/07/2025
21472,30434,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 21.00 ,21,0,0,0,-2.00 ,0,0,0,08/07/2025
21475,30442,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 31.00 ,31,0,0,0,-2.00 ,0,0,0,08/07/2025
21021,30450,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 95.00 ,95,0,0,0,-2.00 ,0,0,0,06/07/2025
7017,30558,Soy Bean,Kafue,Airtel Money,12,12,12,12,153,0,153,0,153,1927,0,1927,0,26/05/2025
4544,30558,Soy Bean,Kafue,Zamtel Money,12,12,12,12,403,0,403,0,303,3817,0,3817,0,18/05/2025
21608,30627,Sugar bean,Nua 45,Bank,4400,4840,4400,4400, 400.00 ,400,0,0,400," 1,935,846.00 ",1936000,0,0,09/07/2025
12322,30691,Soy Bean,Kafue,Airtel Money,12,12,12,12,132,132,0,0,0,0,0,0,0,12/06/2025
23081,30720,Navy Bean,Lwangeni,Paycode,21,23,21,21, 450.00 ,0,450,0,375," 7,875.00 ",0,7875,0,14/07/2025
17007,30740,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 69.00 ,0,69,0,69, 918.00 ,0,1518,0,25/06/2025
21202,30793,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 50.00 ,50,0,0,0,-2.00 ,0,0,0,07/07/2025
23831,30821,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 9.00 ,9,0,0,0,"-2,625.00 ",0,0,0,18/07/2025
20471,30825,Sugar bean,Lungwebungu,Zamtel Money,22,25,22,22, 64.00 ,64,0,0,0,-2.00 ,0,0,0,04/07/2025
19979,30849,Soy Bean,Kafue,Zamtel Money,12,12,12,12,915,0,915,0,815,10269,0,10269,0,03/07/2025
21294,30861,Soy Bean,Kafue,Zamtel Money,9,9,9,9,799,0,799,0,699,6291,0,6291,0,07/07/2025
21356,30913,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 350.00 ,350,0,0,300," 7,050.00 ",9000,0,0,08/07/2025
25323,30921,Sugar bean,Lungwebungu,Paycode,27,27,27,27, 534.00 ,534,0,0,154," 3,183.00 ",4158,0,0,30/07/2025
6351,30989,Soy Bean,Kafue,Zamtel Money,12,12,12,12,147,0,147,0,47,587,0,587,0,23/05/2025
15378,31042,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 350.00 ,350,0,0,350," 4,550.00 ",8750,0,0,20/06/2025
18632,31046,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 100.00 ,100,0,0,100," 2,500.00 ",2500,0,0,29/06/2025
19831,31066,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 148.00 ,148,0,0,148," 3,700.00 ",3700,0,0,02/07/2025
23618,31074,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 16.00 ,16,0,0,0,"-2,625.00 ",0,0,0,17/07/2025
21670,31183,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 300.00 ,250,50,0,100," 2,350.00 ",1250,1100,0,09/07/2025
21842,31215,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 267.00 ,267,0,0,267," 5,475.00 ",6675,0,0,09/07/2025
6725,31227,Soy Bean,Kafue,Zamtel Money,12,12,12,12,514,0,514,0,414,5175,0,5175,0,26/05/2025
22754,31236,Navy Bean,Lwangeni,Paycode,21,23,21,21, 150.00 ,150,0,0,75, 725.00 ,1725,0,0,13/07/2025
18323,31272,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 450.00 ,450,0,0,450," 8,650.00 ",11250,0,0,28/06/2025
23029,31292,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 100.00 ,100,0,0,50," 1,250.00 ",1250,0,0,14/07/2025
21484,31352,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 30.00 ,30,0,0,0,-2.00 ,0,0,0,08/07/2025
21008,31372,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 27.00 ,27,0,0,0,-2.00 ,0,0,0,06/07/2025
23235,31385,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 50.00 ,0,50,0,0, -   ,0,0,0,15/07/2025
9437,31449,Groundnut,Wamusanga,Airtel Money,13,16,14,13,15,15,0,0, 15.00 ,240,240,0,0,03/06/2025
5169,31449,Groundnut,Wamusanga,Airtel Money,13,16,14,13,200,200,0,0, 100.00 ,1000,1600,0,0,20/05/2025
25580,31453,Soy Bean,Emerald,Airtel Money,9,9,9,9,50,0,0,50,50,205,0,0,475,01/08/2025
7263,31453,Soy Bean,Emerald,Airtel Money,12,12,12,12,43,0,0,43,26,-1075,0,0,325,27/05/2025
21872,31465,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 15.00 ,15,0,0,0,-2.00 ,0,0,0,10/07/2025
19273,31485,Soy Bean,Kafue,Zamtel Money,12,12,12,12,990,0,990,0,890,11214,0,11214,0,01/07/2025
20992,31497,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 16.00 ,16,0,0,0,-2.00 ,0,0,0,06/07/2025
25223,31509,Groundnut,Wamusanga,Airtel Money,13,16,14,13,145,145,0,0, 45.00 ,720,720,0,0,28/07/2025
22923,31513,Groundnut,Wamusanga,Airtel Money,13,16,14,13,22,22,0,0, -   ,0,0,0,0,12/07/2025
21615,31513,Groundnut,Wamusanga,Airtel Money,13,16,14,13,70,70,0,0, -   ,0,0,0,0,07/07/2025
25222,31517,Groundnut,Wamusanga,Airtel Money,13,16,14,13,142,142,0,0, 42.00 ,672,672,0,0,28/07/2025
23629,31525,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 39.00 ,39,0,0,0,"-2,625.00 ",0,0,0,16/07/2025
23632,31533,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 49.00 ,49,0,0,0,"-2,625.00 ",0,0,0,16/07/2025
8513,31557,Groundnut,Wamusanga,Airtel Money,13,16,14,13,160,160,0,0, 60.00 ,960,960,0,0,31/05/2025
23649,31578,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 17.00 ,17,0,0,0,"-2,625.00 ",0,0,0,17/07/2025
10705,31610,Groundnut,Wamusanga,Airtel Money,13,16,14,13,140,140,0,0, 140.00 ,1640,2240,0,0,07/06/2025
1871,31614,Groundnut,Wamusanga,Paycode,13,16,14,13,70,70,0,0, -   ,0,0,0,0,07/05/2025
8522,31614,Groundnut,Wamusanga,Paycode,13,16,14,13,30,30,0,0, -   ,0,0,0,0,31/05/2025
23265,31678,Navy Bean,Lwangeni,Paycode,21,23,21,21, 506.00 ,506,0,0,431," 8,313.00 ",9913,0,0,15/07/2025
25962,31682,Navy Bean,Lwangeni,Airtel Money,21,23,21,21, 50.00 ,0,50,0,0, -   ,0,0,0,28/08/2025
8899,31710,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,100,0,0,0,0,0,0,0,02/06/2025
18180,31714,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 195.00 ,195,0,0,195," 4,875.00 ",4875,0,0,28/06/2025
19981,31730,Soy Bean,Kafue,Zamtel Money,12,12,12,12,109,0,109,0,9,113,0,113,0,03/07/2025
8895,31738,Soy Bean,Kafue,Airtel Money,12,12,12,12,590,590,0,0,390,4375,4875,0,0,02/06/2025
7209,31842,Soy Bean,Kafue,MTN Money,12,12,12,12,45,0,45,0,0,0,0,0,0,27/05/2025
6766,31911,Soy Bean,Kafue,Airtel Money,12,12,12,12,640,640,0,0,640,7500,8000,0,0,26/05/2025
24051,31931,Groundnut,Wamusanga,Paycode,13,16,14,13,47,0,47,0, -   ,0,0,0,0,19/07/2025
7201,31951,Soy Bean,Kafue,Paycode,13,17,15,14,563,563,0,0,313,4821,5321,0,0,27/05/2025
10025,32003,Soy Bean,Kafue,Zamtel Money,12,12,12,12,407,48,312,47,307,3868,0,3276,592,03/06/2025
10026,32007,Soy Bean,Kafue,Zamtel Money,12,12,12,12,269,0,178,91,169,2129,0,982,1146,03/06/2025
25424,32023,Soy Bean,Kafue,Zamtel Money,9,9,9,9,100,0,100,0,0,0,0,0,0,31/07/2025
19188,32225,Soy Bean,Kafue,Zamtel Money,12,12,12,12,990,0,990,0,890,11214,0,11214,0,01/07/2025
21376,32241,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 21.00 ,21,0,0,0,-2.00 ,0,0,0,08/07/2025
20476,32249,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 15.00 ,15,0,0,0,-2.00 ,0,0,0,04/07/2025
21378,32257,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 45.00 ,45,0,0,0,-2.00 ,0,0,0,08/07/2025
6511,32291,Soy Bean,Kafue,Airtel Money,12,12,12,12,135,135,0,0,35,441,441,0,0,24/05/2025
11130,32315,Soy Bean,Kafue,Paycode,12,12,12,12,61,61,0,0,0,0,0,0,0,09/06/2025
10955,32339,Soy Bean,Kafue,Zamtel Money,12,12,12,12,221,0,221,0,221,2762,0,2762,0,08/06/2025
8609,32339,Soy Bean,Kafue,Zamtel Money,12,12,12,12,157,0,157,0,57,712,0,712,0,01/06/2025
4770,32372,Soy Bean,Kafue,Zamtel Money,12,12,12,12,547,0,547,0,447,5587,0,5587,0,19/05/2025
11041,32392,Soy Bean,Kafue,Paycode,13,17,15,14,683,683,0,0,483,7211,8211,0,0,07/06/2025
11497,32433,Soy Bean,Kafue,Zamtel Money,11,11,11,11,376,0,376,0,376,3024,0,4324,0,10/06/2025
17915,32449,Soy Bean,Kafue,Zamtel Money,12,12,12,12,327,327,0,0,327,4120,4120,0,0,27/06/2025
9348,32449,Soy Bean,Kafue,Zamtel Money,12,12,12,12,981,981,0,0,881,11100,11100,0,0,03/06/2025
20780,32517,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 928.00 ,928,0,0,598," 17,940.00 ",17940,0,0,05/07/2025
21457,32537,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 343.00 ,343,0,0,13, 390.00 ,390,0,0,08/07/2025
23791,32545,Sugar bean,Lungwebungu,MTN Money,22,25,22,22, 20.00 ,20,0,0,20, 500.00 ,500,0,0,17/07/2025
9778,32638,Soy Bean,Kafue,Paycode,13,17,15,14,1400,1400,0,0,1350,21000,22950,0,0,04/06/2025
9174,32667,Soy Bean,Kafue,Zamtel Money,12,12,12,12,100,0,100,0,0,0,0,0,0,03/06/2025
12043,32671,Soy Bean,Kafue,Zamtel Money,11,11,11,11,100,0,100,0,0,0,0,0,0,11/06/2025
22473,32692,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 50.00 ,0,50,0,50," 1,099.00 ",0,1100,0,11/07/2025
22472,32692,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 350.00 ,100,250,0,350," 8,000.00 ",2500,5500,0,11/07/2025
15012,32700,Navy Bean,Lwangeni,Paycode,21,23,21,21, 500.00 ,500,0,0,450," 9,350.00 ",10350,0,0,17/06/2025
17967,32712,Navy Bean,Lwangeni,Paycode,21,23,21,21, 600.00 ,600,0,0,550," 11,650.00 ",12650,0,0,26/06/2025
16942,32726,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 50.00 ,50,0,0,50," 1,250.00 ",1250,0,0,24/06/2025
16941,32726,Navy Bean,Lwangeni,Paycode,21,23,21,21, 450.00 ,450,0,0,375," 8,625.00 ",8625,0,0,24/06/2025
19430,32734,Navy Bean,Lwangeni,Paycode,21,23,21,21, 325.00 ,325,0,0,250," 5,750.00 ",5750,0,0,01/07/2025
7312,32755,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,27/05/2025
16912,32776,Navy Bean,Lwangeni,Paycode,21,23,21,21, 442.00 ,442,0,0,367," 8,441.00 ",8441,0,0,24/06/2025
16920,32780,Navy Bean,Lwangeni,Paycode,21,23,21,21, 150.00 ,150,0,0,75," 1,725.00 ",1725,0,0,24/06/2025
499,32861,Groundnut,Lupande,Airtel Money,12,13,12,12,50,0,50,0, -   ,0,0,0,0,25/04/2025
